,Title,Published_date,Views,Comments,Month
1876,Loops In C: C Tutorial In Hindi #12,2019-04-28,667357,783,Apr
1877,Switch Case Control Statements In C: C Tutorial In Hindi #11,2019-04-28,812236,1495,Apr
1878,If Else Control Statements In C: C Tutorial In Hindi #10,2019-04-28,980661,2879,Apr
1879,C Format Specifiers and Escape Sequences With Examples : C Tutorial In Hindi #9,2019-04-27,920455,738,Apr
1880,C Programming Exercise 1 - Multiplication Tables: C Tutorial In Hindi #8,2019-04-27,808149,7022,Apr
1881,Operators In C: C Tutorial In Hindi #7,2019-04-26,1354317,1217,Apr
1882,Variables & Data Types In C: C Tutorial In Hindi #6,2019-04-25,1309184,2113,Apr
1883,Basic Syntax Of A C Program: C Tutorial In Hindi #5,2019-04-24,1286778,3427,Apr
1884,Basic Structure of C Program in Hindi: C Tutorial In Hindi #4,2019-04-23,2111030,2380,Apr
1885,Install & Configure VS Code With C Compiler: C Tutorial In Hindi #3,2019-04-22,4430451,9135,Apr
1886,What Is Coding & C Programming Language? : C Tutorial In Hindi #2,2019-04-21,1896411,3907,Apr
1887,Why Learn C Programming Language? : C Tutorial In Hindi #1,2019-04-20,4112632,34040,Apr
1888,Python Problem 9: Jumbled Funny Names | Python Tutorials For Absolute Beginners In Hindi #119,2019-04-20,40557,257,Apr
1889,Python Problem 8: Solution | Python Tutorials For Absolute Beginners In Hindi #118,2019-04-19,19537,51,Apr
1890,Python Problem 8: Fake Multiplication Tables | Python Tutorials For Absolute Beginners In Hindi #117,2019-04-19,18567,175,Apr
1891,Python Problem 7: Solution | Python Tutorials For Absolute Beginners In Hindi #116,2019-04-18,22770,63,Apr
1892,Python Problem 7: Creating A Search Engine | Python Tutorials For Absolute Beginners In Hindi #115,2019-04-18,42389,143,Apr
1893,Python Problem 6: Solution | Python Tutorials For Absolute Beginners In Hindi #114,2019-04-17,15648,46,Apr
1894,Python Problem 6 | Python Tutorials For Absolute Beginners In Hindi #113,2019-04-17,17772,256,Apr
1895,Python Problem 5: Solution | Python Tutorials For Absolute Beginners In Hindi #112,2019-04-16,15733,45,Apr
1896,Python Problem 5 | Python Tutorials For Absolute Beginners In Hindi #111,2019-04-16,18093,236,Apr
1897,Python Problem 4: Solution | Python Tutorials For Absolute Beginners In Hindi #110,2019-04-15,19601,70,Apr
1898,Python Problem 4 | Python Tutorials For Absolute Beginners In Hindi #109,2019-04-14,20286,247,Apr
1899,Python Problem 3: Solution | Python Tutorials For Absolute Beginners In Hindi #108,2019-04-14,20587,74,Apr
1900,CSS 3 Tutorial For Beginners: Learn CSS In One Video In Hindi,2019-04-13,431841,1149,Apr
1901,Python Practice 3 | Python Tutorials For Absolute Beginners In Hindi #107,2019-04-12,22238,225,Apr
1902,Python Practice 2 Solution | Python Tutorials For Absolute Beginners In Hindi #106,2019-04-12,19292,84,Apr
1903,Practice Problem 2 (Easy) |  Python Tutorials For Absolute Beginners In Hindi #105,2019-04-11,25855,383,Apr
1904,Python Practice 1 Solution | Python Tutorials For Absolute Beginners In Hindi #104,2019-04-11,35679,75,Apr
1905,Practice Problem 1 (Easy) |  Python Tutorials For Absolute Beginners In Hindi #103,2019-04-10,65604,528,Apr
1906,JavaScript Registration Form Validation Tutorial In Hindi - हिंदी में,2019-04-09,307386,261,Apr
1907,Reset Forgotten Admin Password In Django| Python Django Tutorials In Hindi #69,2019-04-09,29291,64,Apr
1908,[Solved] gcc is not recognized as an internal or external command operable program or batch file,2019-04-08,660702,4617,Apr
1909,C Programming Tutorial For Beginners: Learn C In Hindi,2019-04-08,792863,3095,Apr
1910,Login And Registration Form Using Php & MySQL [Php Login System In Hindi],2019-04-06,296378,659,Apr
1911,"Create A Responsive Website Using HTML, CSS And Bootstrap 4 In Hindi",2019-04-05,150848,285,Apr
1912,Fixing A Bug In Django E Commerce Website Tracker | Python Django Tutorials In Hindi #68,2019-04-04,18223,75,Apr
1913,Creating Product Search Feature In Our E Commerce Website | Python Django Tutorials In Hindi #67,2019-03-31,31274,117,Mar
1914,"Integrating Payment Gateway: PayTM, UPI, Cards & NetBanking | Python Django Tutorials In Hindi #66",2019-03-31,129288,618,Mar
1915,"Integrating Facebook Like, Comments & Shares In Django Blog | Python Django Tutorials In Hindi #65",2019-03-30,23989,134,Mar
1916,Linking Django Blog Posts To Blog Home | Python Django Tutorials In Hindi #64,2019-03-30,11754,57,Mar
1917,jQuery Tutorial For Beginners In Hindi - हिंदी में,2019-03-29,574067,883,Mar
1918,Social Networking Website In PHP in 5 Minutes,2019-03-26,20761,49,Mar
1919,Hosting A PHP Website Using DigitalOcean One Click Install On Ubuntu 18 (Linux+Apache+PHP+MySql),2019-03-25,4237,8,Mar
1920,Installing Wordpress On DigitalOcean VPS Droplet (Super Quick),2019-03-25,2403,15,Mar
1921,SSH Keys Deployment Tutorial On Ubuntu 18 VPS In Hindi (Password Free Login),2019-03-24,7066,34,Mar
1922,Putty Tutorial To Connect To A Digitalocean VPS Droplet(Beginner Friendly),2019-03-24,7935,24,Mar
1923,FileZilla Tutorial: Transfer Files Between Client And Remote Server Using SFTP In DigitalOcean,2019-03-23,11602,38,Mar
1924,Important Apache2 Files and Directories For Web Server Administrators! | Apache2 Error/Access Logs,2019-03-23,4397,17,Mar
1925,How to Host Flask App On Ubuntu 18 VPS Using Virtual Environment! (Python Website Hosting),2019-03-22,8605,29,Mar
1926,Hosting Multiple PHP Websites On One Single Ubuntu 18.04 DigitalOcean VPS Using Apache Server,2019-03-21,13729,40,Mar
1927,Git & GitHub Tutorial For Beginners In Hindi - हिंदी में,2019-03-20,2138257,2271,Mar
1928,How To Install PHP MyAdmin On Digital Ocean? Linux VPS Setup Guide,2019-03-06,10930,61,Mar
1929,"Installing LAMP (Linux, Apache, MySQL & PHP) Stack On DigitalOcean",2019-03-05,21704,45,Mar
1930,Initial Server Setup Using Digital Ocean On Ubuntu 18 VPS | Creating A Droplet + Sudo User,2019-03-03,37031,139,Mar
1931,What is a VPS & How To Use Digital Ocean?,2019-03-02,66466,89,Mar
1932,Django Exercise 5: Solution + Shoutouts | Python Django Tutorials In Hindi #63,2019-03-02,8799,32,Mar
1933,Designing The Blog Home Page | Python Django Tutorials In Hindi #62,2019-03-01,14129,68,Mar
1934,Creating a Django Post Page For Displaying Blog Content | Python Django Tutorials In Hindi #61,2019-03-01,14588,48,Mar
1935,Django Exercise 5: BlogPosts | Python Django Tutorials In Hindi #60,2019-02-28,10941,45,Feb
1936,Creating Models For Blog In Our E-Commerce Website | Python Django Tutorials In Hindi #59,2019-02-28,15572,35,Feb
1937,My Awesome Cart: Creating The Blog | Python Django Tutorials In Hindi #58,2019-02-27,19075,20,Feb
1938,How To Create A Currency Converter In Python? | Python Programming Practice (Hindi),2019-02-27,69989,141,Feb
1939,How To Create A Python HTTP Server For Web Development?,2019-02-26,64639,86,Feb
1940,Django Website My Awesome Cart: Pull Requests | Python Django Tutorials In Hindi #57,2019-02-26,15294,41,Feb
1941,How To Find Factorial & No Of Trailing Zeros In A Factorial Of A Number In Python?,2019-02-25,51940,306,Feb
1942,Django Website TextUtils: Pull Requests | Python Django Tutorials In Hindi #56,2019-02-25,11736,30,Feb
1943,How to Create An Indian Kirana Store Calculator & Receipt Generator In Basic Python?,2019-02-24,241680,1098,Feb
1944,Merging Blog App Into The Shop UI | Python Django Tutorials In Hindi #55,2019-02-24,18708,85,Feb
1945,Django Solution To Exercise 4: Display Prices  | Python Django Tutorials In Hindi #54,2019-02-23,18000,80,Feb
1946,E-Commerce Website: Displaying Order Items In Tracker | Python Django Tutorials In Hindi #53,2019-02-23,22267,75,Feb
1947,Django Exercise 4: Display Prices | Python Django Tutorials In Hindi #52,2019-02-22,15458,80,Feb
1948,Creating Order Tracker For Customers | Python Django Tutorials In Hindi #51,2019-02-22,43145,231,Feb
1949,Creating Database Entry For Orders | Python Django Tutorials In Hindi #50,2019-02-21,31748,154,Feb
1950,Adding Items On Checkout Page | Python Django Tutorials In Hindi #49,2019-02-21,28554,241,Feb
1951,Creating The Checkout Page | Python Django Tutorials In Hindi #48,2019-02-20,26002,72,Feb
1952,Adding Checkout & ClearCart Buttons | Python Django Tutorials In Hindi #47,2019-02-20,27580,327,Feb
1953,Exercise 3: Solutions + Shoutouts | Python Django Tutorials In Hindi #46,2019-02-19,16857,59,Feb
1954,Creating A Cart In Navigation Bar As Popover | Python Django Tutorials In Hindi #45,2019-02-19,29713,98,Feb
1955,Creating Add and Remove Buttons For Items In Cart | Python Django Tutorials In Hindi #44,2019-02-18,46429,236,Feb
1956,Exercise 3: Improving Cart Of Our E commerce Website | Python Django Tutorials In Hindi #43,2019-02-18,24888,95,Feb
1957,E Commerce Website: Creating Contact Page + Database | Python Django Tutorials In Hindi #42,2019-02-17,41074,116,Feb
1958,E Commerce Website: Creating Product Page | Python Django Tutorials In Hindi #41,2019-02-17,50095,170,Feb
1959,Adding Cart PopOver & Other Pages Using Bootstrap | Python Django Tutorials In Hindi #40,2019-02-16,41764,132,Feb
1960,Adding Bootstrap Row & Some CSS | Python Django Tutorials In Hindi #39,2019-02-16,32060,87,Feb
1961,Improving Slider Logic & Adding Cart Items Count | Python Django Tutorials In Hindi #38,2019-02-15,43894,115,Feb
1962,Exercise 3: Solution + Shoutouts | Python Django Tutorials In Hindi #37,2019-02-15,28133,281,Feb
1963,Creating an Online Shopping Cart Using JavaScript | Python Django Tutorials In Hindi #36,2019-02-14,68150,251,Feb
1964,Category-Wise Product Display In E Commerce Website | Python Django Tutorials In Hindi #35,2019-02-14,57502,230,Feb
1965,Showing Multiple Product Slides On Homepage | Python Django Tutorials In Hindi #34,2019-02-13,63382,134,Feb
1966,Showing Products On The Homepage | Python Django Tutorials In Hindi #33,2019-02-13,93359,394,Feb
1967,Logic For Showing Products On Homepage | Python Django Tutorials In Hindi #32,2019-02-12,59841,140,Feb
1968,Template Inheritance In Django | Python Django Tutorials In Hindi #31,2019-02-12,76615,328,Feb
1969,Fetching Products Using Python manage.py shell | Python Django Tutorials In Hindi #30,2019-02-11,69765,87,Feb
1970,Django Exercise 3: List the Products | Python Django Tutorials In Hindi #29,2019-02-11,58083,126,Feb
1971,Adding Media Directory In Django | Python Django Tutorials In Hindi #28,2019-02-10,83502,175,Feb
1972,Adding Images & Changing Models In Django | Python Django Tutorials In Hindi #27,2019-02-10,104493,211,Feb
1973,Designing The Homepage Of Our E-Commerce Website | Python Django Tutorials In Hindi #26,2019-02-09,132914,334,Feb
1974,Django Admin & Adding Data To The Database | Python Django Tutorials In Hindi #25,2019-02-09,112601,303,Feb
1975,Models In Our Django E commerce Website | Python Django Tutorials In Hindi #24,2019-02-08,126808,184,Feb
1976,E-commerce Website: Project Layout | Python Django Tutorials In Hindi #23,2019-02-08,95051,196,Feb
1977,"E-commerce Website: Adding Bootstrap, Templates & Static | Python Django Tutorials In Hindi #22",2019-02-07,130647,526,Feb
1978,E-commerce Website: Creating Apps (Apps Vs Projects) | Python Django Tutorials In Hindi #21,2019-02-07,128533,423,Feb
1979,E Commerce Website In Django (Project Setup) | Python Django Tutorials In Hindi #20,2019-02-06,126832,181,Feb
1980,Our Next Django Website | Python Django Tutorials In Hindi #19,2019-02-06,79338,158,Feb
1981,Wrapping Up TextUtils Website | Python Django Tutorials In Hindi #18,2019-02-05,55877,240,Feb
1982,Exercise 2 Solution + Shoutouts  | Python Django Tutorials In Hindi #17,2019-02-05,49159,168,Feb
1983,Django CSRF Tokens & Post Request | Python Django Tutorials In Hindi #16,2019-02-04,79011,137,Feb
1984,Fixing Bugs In Our TextUtils Website | Python Django Tutorials In Hindi #15,2019-02-04,58623,276,Feb
1985,Adding Boostrap To Our Django Website | Python Django Tutorials In Hindi #14,2019-02-03,96275,222,Feb
1986,Django Exercise 2: Revamping TextUtils | Python Django Tutorials In Hindi #13,2019-02-03,59419,221,Feb
1987,HTML 5 Tutorial For Beginners In Hindi - हिंदी में (2021),2019-02-02,600808,7516,Feb
1988,Adding More Features To TextUtils Website | Python Django Tutorials In Hindi #12,2019-02-02,99202,990,Feb
1989,Django Exercise 1 Solution + Shoutouts | Python Django Tutorials In Hindi #11,2019-02-01,83450,111,Feb
1990,Django Site: Coding The Backend | Python Django Tutorials In Hindi #10,2019-02-01,167616,878,Feb
1991,Creating Homepage of our TextUtils Website | Python Django Tutorials In Hindi #9,2019-01-31,167154,828,Jan
1992,Django Templates | Python Django Tutorials In Hindi #8,2019-01-31,189363,433,Jan
1993,Django Website: Laying The Pipeline | Python Django Tutorials In Hindi #7,2019-01-30,168829,509,Jan
1994,Django Exercise 1: Personal Navigator | Python Django Tutorials In Hindi #6,2019-01-30,185084,1362,Jan
1995,Views & Urls In Django| Python Django Tutorials In Hindi #5,2019-01-29,284214,678,Jan
1996,Our First Django Website | Python Django Tutorials In Hindi #4,2019-01-29,278328,178,Jan
1997,How Django Websites Work | Python Django Tutorials In Hindi #3,2019-01-28,235621,386,Jan
1998,Creating Our First Django Project | Python Django Tutorials In Hindi #2,2019-01-28,462070,1432,Jan
1999,Django Installation & Getting Started | Python Django Tutorials In Hindi #1,2019-01-27,460773,738,Jan
2000,Django Course Announcement | Python Django Tutorials In Hindi #0,2019-01-27,769832,8032,Jan
2001,Tkinter Tutorials Conclusion + Resources | Python Tkinter GUI Tutorial In Hindi #30,2019-01-26,35883,835,Jan
2002,Creating a GUI Notepad In Tkinter | Python Tkinter GUI Tutorial In Hindi #29,2019-01-26,79074,377,Jan
2003,Tkinter GUI Text Editor Announcement | Python Tkinter GUI Tutorial In Hindi #28,2019-01-25,22541,46,Jan
2004,Creating A Calculator Using Tkinter  | Python Tkinter GUI Tutorial In Hindi #27,2019-01-25,148282,317,Jan
2005,"More Tkinter Tips, Tricks & Functions | Python Tkinter GUI Tutorial In Hindi #26",2019-01-24,25493,123,Jan
2006,Using Classes And Objects To Create GUIs | Python Tkinter GUI Tutorial In Hindi #25,2019-01-24,34780,168,Jan
2007,Status Bar In Tkinter | Python Tkinter GUI Tutorial In Hindi #24,2019-01-23,27337,160,Jan
2008,Tkinter GUI Exercise 2 Solution + Shoutouts | Python Tkinter GUI Tutorial In Hindi #23,2019-01-23,19209,67,Jan
2009,ScrollBar In Tkinter GUI | Python Tkinter GUI Tutorial In Hindi #22,2019-01-22,38373,138,Jan
2010,ListBox In Tkinter| Python Tkinter GUI Tutorial In Hindi #21,2019-01-22,31390,66,Jan
2011,Creating RadioButtons In Tkinter | Python Tkinter GUI Tutorial In Hindi #20,2019-01-21,36505,165,Jan
2012,Sliders In Tkinter Using Scale() | Python Tkinter GUI Tutorial In Hindi #19,2019-01-21,35910,367,Jan
2013,Message Box In Tkinter Python | Python Tkinter GUI Tutorial In Hindi #18,2019-01-20,45889,217,Jan
2014,Menus & Submenus In Tkinter Python | Python Tkinter GUI Tutorial In Hindi #17,2019-01-20,58332,264,Jan
2015,Python GUI Exercise 2: Window Resizer GUI | Python Tkinter GUI Tutorial In Hindi #16,2019-01-19,28996,453,Jan
2016,Python GUI Exercise 1: Solution | Python Tkinter GUI Tutorial In Hindi #15,2019-01-19,48789,121,Jan
2017,Handling Events In Tkinter GUI | Python Tkinter GUI Tutorial In Hindi #14,2019-01-18,54121,313,Jan
2018,Canvas Widget In Python Tkinter | Python Tkinter GUI Tutorial In Hindi #13,2019-01-18,63129,183,Jan
2019,Accepting User Input In Tkinter Form | Python Tkinter GUI Tutorial In Hindi #12,2019-01-17,76756,194,Jan
2020,Travel Form Using Checkbuttons & Entry Widget | Python Tkinter GUI Tutorial In Hindi #11,2019-01-17,78805,412,Jan
2021,Entry Widget & Grid Layout In Tkinter | Python Tkinter GUI Tutorial In Hindi #10,2019-01-16,95615,343,Jan
2022,Conclusion & Way Forward | Python Tutorials For Absolute Beginners In Hindi #102,2019-01-16,32804,1916,Jan
2023,Mini Project 1 (OOPs Library) Solution | Python Tutorials For Absolute Beginners In Hindi #101,2019-01-15,84962,144,Jan
2024,Regex Exercise 11 Solutions | Python Tutorials For Absolute Beginners In Hindi #100,2019-01-15,25603,43,Jan
2025,Machine Learning & Data Science Learning Path | Python Tutorials For Absolute Beginners In Hindi #99,2019-01-14,52539,161,Jan
2026,Python GUI Development - Learning Path | Python Tutorials For Absolute Beginners In Hindi #98,2019-01-14,67034,273,Jan
2027,Learning Path For Python Web Development | Python Tutorials For Absolute Beginners In Hindi #97,2019-01-13,152362,440,Jan
2028,Python Exercise 11: Regex Email Extractor | Python Tutorials For Absolute Beginners In Hindi #96,2019-01-13,29254,188,Jan
2029,Creating a Python Package Using Setuptools | Python Tutorials For Absolute Beginners In Hindi #95,2019-01-12,90123,268,Jan
2030,Packing Buttons In Tkinter | Python Tkinter GUI Tutorial In Hindi #9,2019-01-12,93769,531,Jan
2031,Exercise 10: Solution + Shoutouts | Python Tutorials For Absolute Beginners In Hindi #94,2019-01-11,26150,45,Jan
2032,Creating a Command Line Utility In Python | Python Tutorials For Absolute Beginners In Hindi #93,2019-01-11,69993,398,Jan
2033,Frame In Tkinter | Python Tkinter GUI Tutorial In Hindi #8,2019-01-10,118241,160,Jan
2034,Python Exercise 9 Solution + Shoutouts | Python Tutorials For Absolute Beginners In Hindi #92,2019-01-10,37466,130,Jan
2035,Python 2.x Vs Python 3.x | Python Tutorials For Absolute Beginners In Hindi #91,2019-01-09,34643,145,Jan
2036,Exercise 1: Creating Newspaper GUI | Python Tkinter GUI Tutorial In Hindi #7,2019-01-09,84497,330,Jan
2037,Python 'is' vs '==': What's The Difference? | Python Tutorials For Absolute Beginners In Hindi #90,2019-01-08,38634,438,Jan
2038,Attributes Of Label & Pack | Python Tkinter GUI Tutorial In Hindi #6,2019-01-08,151505,939,Jan
2039,Raise In Python + Examples | Python Tutorials For Absolute Beginners In Hindi #89,2019-01-07,50295,532,Jan
2040,Python Exercise 8: Solution + Tips | Python Tutorials For Absolute Beginners In Hindi #88,2019-01-07,38145,126,Jan
2041,Converting .py to .exe | Python Tutorials For Absolute Beginners In Hindi #87,2019-01-06,209895,884,Jan
2042,Displaying Images Using Label | Python Tkinter GUI Tutorial In Hindi #5,2019-01-06,207067,897,Jan
2043,Regular Expressions | Python Tutorials For Absolute Beginners In Hindi #86,2019-01-06,182831,441,Jan
2044,Exercise 10: Pickling Iris | Python Tutorials For Absolute Beginners In Hindi #85,2019-01-05,38638,216,Jan
2045,"Label, Geometry, Maxsize & Minsize | Python Tkinter GUI Tutorial In Hindi #4",2019-01-05,181520,1586,Jan
2046,Tkinter Widgets & Attributes | Python Tkinter GUI Tutorial In Hindi #3,2019-01-05,171468,777,Jan
2047,Pickle Module | Python Tutorials For Absolute Beginners In Hindi #84,2019-01-05,103383,249,Jan
2048,Exercise 9: Akhbaar Padhke Sunaao | Python Tutorials For Absolute Beginners In Hindi #83,2019-01-04,73229,287,Jan
2049,Our First Tkinter GUI | Python Tkinter GUI Tutorial In Hindi #2,2019-01-04,233349,1726,Jan
2050,Json Module | Python Tutorials For Absolute Beginners In Hindi #82,2019-01-04,105912,535,Jan
2051,Requests Module For HTTP Requests | Python Tutorials For Absolute Beginners In Hindi #81,2019-01-03,99142,173,Jan
2052,Notepad & Calculator In Tkinter + Why Tkinter? | Python Tkinter GUI Tutorial In Hindi #1,2019-01-03,250095,804,Jan
2053,Exercise 8: Oh Soldier Prettify My Folder| Python Tutorials For Absolute Beginners In Hindi #80,2019-01-03,52326,387,Jan
2054,Os Module | Python Tutorials For Absolute Beginners In Hindi #79,2019-01-02,132436,258,Jan
2055,Exercise 7: Solution & First Solver | Python Tutorials For Absolute Beginners In Hindi #78,2019-01-02,77330,465,Jan
2056,Learn Tkinter With Projects | Python Tkinter GUI Tutorial In Hindi #0,2019-01-01,399171,3426,Jan
2057,Coroutines In Python | Python Tutorials For Absolute Beginners In Hindi #77,2019-01-01,75296,496,Jan
2058,Else & Finally In Try Except | Python Tutorials For Absolute Beginners In Hindi #76,2019-01-01,60038,235,Jan
2059,Making Python Say Happy New Year In 58 Different Languages,2018-12-31,38554,222,Dec
2060,Function Caching In Python | Python Tutorials For Absolute Beginners In Hindi #75,2018-12-31,67507,352,Dec
2061,Using Else With For Loops | Python Tutorials For Absolute Beginners In Hindi #74,2018-12-31,58757,922,Dec
2062,Python Comprehensions | Python Tutorials For Absolute Beginners In Hindi #73,2018-12-30,121603,422,Dec
2063,Generators In Python | Python Tutorials For Absolute Beginners In Hindi #72,2018-12-30,114487,344,Dec
2064,Python Mini Project #1 | Python Tutorials For Absolute Beginners In Hindi #71,2018-12-29,99644,523,Dec
2065,Object Introspection | Python Tutorials For Absolute Beginners In Hindi #70,2018-12-29,68169,262,Dec
2066,Setters & Property Decorators | Python Tutorials For Absolute Beginners In Hindi #69,2018-12-28,118737,457,Dec
2067,Abstract Base Class & @abstractmethod | Python Tutorials For Absolute Beginners In Hindi #68,2018-12-28,103130,110,Dec
2068,Operator Overloading & Dunder Methods | Python Tutorials For Absolute Beginners In Hindi #67,2018-12-27,108550,200,Dec
2069,Diamond Shape Problem In Multiple Inheritance | Python Tutorials For Absolute Beginners In Hindi #66,2018-12-27,81812,97,Dec
2070,Polymorphism In Python | Python Tutorials For Absolute Beginners In Hindi #64,2018-12-26,117812,303,Dec
2071,Super() and Overriding In Classes | Python Tutorials For Absolute Beginners In Hindi #65,2018-12-26,126041,180,Dec
2072,"Public, Private & Protected Access Specifiers | Python Tutorials For Absolute Beginners In Hindi #63",2018-12-26,107371,123,Dec
2073,Multilevel Inheritance | Python Tutorials For Absolute Beginners In Hindi #62,2018-12-25,86264,788,Dec
2074,Multiple Inheritance | Python Tutorials For Absolute Beginners In Hindi #61,2018-12-25,106782,182,Dec
2075,Single Inheritance | Python Tutorials For Absolute Beginners In Hindi #60,2018-12-24,143101,730,Dec
2076,Abstraction & Encapsulation | Python Tutorials For Absolute Beginners In Hindi #59,2018-12-24,186826,222,Dec
2077,Static Methods In Python | Python Tutorials For Absolute Beginners In Hindi #58,2018-12-23,134025,145,Dec
2078,Class Methods As Alternative Constructors | Python Tutorials For Absolute Beginners In Hindi #57,2018-12-23,159607,205,Dec
2079,Class Methods In Python | Python Tutorials For Absolute Beginners In Hindi #56,2018-12-22,209845,210,Dec
2080,Self & __init__() (Constructors) | Python Tutorials For Absolute Beginners In Hindi #55,2018-12-22,336057,281,Dec
2081,Instance & Class Variables | Python Tutorials For Absolute Beginners In Hindi #54,2018-12-21,224944,168,Dec
2082,Creating Our First Class In Python | Python Tutorials For Absolute Beginners In Hindi #53,2018-12-21,225598,133,Dec
2083,Classes & Objects (OOPS) | Python Tutorials For Absolute Beginners In Hindi #52,2018-12-20,413546,245,Dec
2084,Decorators In Python | Python Tutorials For Absolute Beginners In Hindi #51,2018-12-20,238642,386,Dec
2085,Exercise 7: Healthy Programmer | Python Tutorials For Absolute Beginners In Hindi #50,2018-12-19,107782,441,Dec
2086,Exercise 6 Solution & First Solver | Python Tutorials For Absolute Beginners In Hindi #49,2018-12-19,105255,280,Dec
2087,"Map, Filter & Reduce | Python Tutorials For Absolute Beginners In Hindi #48",2018-12-18,240720,1459,Dec
2088,Join Function In Python | Python Tutorials For Absolute Beginners In Hindi #47,2018-12-18,126319,146,Dec
2089,If __name__==__main__ usage & necessity | Python Tutorials For Absolute Beginners In Hindi #46,2018-12-17,229567,302,Dec
2090,How Import Works In Python? | Python Tutorials For Absolute Beginners In Hindi #45,2018-12-17,181075,231,Dec
2091,Enumerate Function | Python Tutorials For Absolute Beginners In Hindi #44,2018-12-16,165826,208,Dec
2092,Virtual Environment & Requirements.txt | Python Tutorials For Absolute Beginners In Hindi #43,2018-12-16,308629,1481,Dec
2093,Time Module In Python | Python Tutorials For Absolute Beginners In Hindi #42,2018-12-15,192256,285,Dec
2094,*args and **kwargs In Python | Python Tutorials For Absolute Beginners In Hindi #41,2018-12-15,251363,408,Dec
2095,Exercise 6: Game Development: Snake Water Gun | Python Tutorials For Absolute Beginners In Hindi #40,2018-12-14,173554,1899,Dec
2096,F-Strings & String Formatting In Python | Python Tutorials For Absolute Beginners In Hindi #39,2018-12-14,203492,173,Dec
2097,Using Python External & Built In Modules | Python Tutorials For Absolute Beginners In Hindi #38,2018-12-13,223071,812,Dec
2098,Exercise 5: Solution And First Solver | Python Tutorials For Absolute Beginners In Hindi #37,2018-12-13,165777,359,Dec
2099,Anonymous/Lambda Functions In Python | Python Tutorials For Absolute Beginners In Hindi #36,2018-12-12,257004,220,Dec
2100,Exercise 4: Solution And First Solver | Python Tutorials For Absolute Beginners In Hindi #35,2018-12-12,169542,483,Dec
2101,Recursions: Recursive Vs Iterative Approach | Python Tutorials For Absolute Beginners In Hindi #34,2018-12-11,292489,924,Dec
2102,"Scope, Global Variables and Global Keyword | Python Tutorials For Absolute Beginners In Hindi #33",2018-12-11,283333,680,Dec
2103,Exercise 5: Health Management System | Python Tutorials For Absolute Beginners In Hindi #32,2018-12-10,247664,1061,Dec
2104,Using With Block To Open Python Files | Python Tutorials For Absolute Beginners In Hindi #31,2018-12-10,205104,1010,Dec
2105,"Seek(), tell() & More On Python Files | Python Tutorials For Absolute Beginners In Hindi #30",2018-12-09,257118,1013,Dec
2106,Python Exercise 4: Astrologer's Stars | Python Tutorials For Absolute Beginners In Hindi #29,2018-12-09,236500,2271,Dec
2107,Writing And Appending To A File | Python Tutorials For Absolute Beginners In Hindi #28,2018-12-08,281256,259,Dec
2108,Python Exercise 3: Solution | Python Tutorials For Absolute Beginners In Hindi #27,2018-12-08,257802,944,Dec
2109,"Open(), Read() & Readline() For Reading File | Python Tutorials For Absolute Beginners In Hindi #26",2018-12-07,427081,592,Dec
2110,Python File IO Basics | Python Tutorials For Absolute Beginners In Hindi #25,2018-12-07,342703,2710,Dec
2111,Try Except Exception Handling In Python | Python Tutorials For Absolute Beginners In Hindi #24,2018-12-06,374844,277,Dec
2112,Functions And Docstrings | Python Tutorials For Absolute Beginners In Hindi #23,2018-12-06,488208,503,Dec
2113,Short Hand If Else Notation In Python | Python Tutorials For Absolute Beginners In Hindi #22,2018-12-05,249472,196,Dec
2114,Operators In Python | Python Tutorials For Absolute Beginners In Hindi #21,2018-12-04,374201,408,Dec
2115,Python Exercise 3 - Guess The Number | Python Tutorials For Absolute Beginners In Hindi #20,2018-12-04,293772,4059,Dec
2116,Python Exercise 2: Faulty Calculator Solution| Python Tutorials For Absolute Beginners In Hindi #19,2018-12-03,337033,1257,Dec
2117,Break & Continue Statements In Python | Python Tutorials For Absolute Beginners In Hindi #18,2018-12-03,433692,2131,Dec
2118,While Loops In Python | Python Tutorials For Absolute Beginners In Hindi #17,2018-12-02,429006,328,Dec
2119,For Loops In Python | Python Tutorials For Absolute Beginners In Hindi #16,2018-12-02,817777,1360,Dec
2120,Python Exercise 2 - Faulty Calculator  | Python Tutorials For Absolute Beginners In Hindi #15,2018-12-01,382145,3936,Dec
2121,Exercise 1 - Solution And Your Answers | Python Tutorials For Absolute Beginners In Hindi #14,2018-12-01,389527,864,Dec
2122,If Else & Elif Conditionals In Python | Python Tutorials For Absolute Beginners In Hindi #13,2018-11-30,676026,5116,Nov
2123,Sets In Python | Python Tutorials For Absolute Beginners In Hindi #12,2018-11-30,529460,584,Nov
2124,Python Exercise 1 - Apni Dictionary | Python Tutorials For Absolute Beginners In Hindi #11,2018-11-29,498078,4334,Nov
2125,Dictionary & Its Functions Explained | Python Tutorials For Absolute Beginners In Hindi #10,2018-11-29,806506,1754,Nov
2126,Python Lists And List Functions | Python Tutorials For Absolute Beginners In Hindi #9,2018-11-28,1054315,3261,Nov
2127,String Slicing And Other Functions In Python | Python Tutorials For Absolute Beginners In Hindi #8,2018-11-28,1043554,2640,Nov
2128,"Variables, Datatypes and Typecasting | Python Tutorials For Absolute Beginners In Hindi #7",2018-11-27,1128497,4747,Nov
